,used_tokens,used_resume_bullet_gen,prompted_payment,used_resume_builder,industry,career_status,job_time,resume_experience,Days
23770,19.0,1.0,1.0,1.0,0,1,1,0,27
21423,1.0,0.0,1.0,1.0,0,0,0,0,28
4766,0.0,0.0,1.0,0.0,6,2,0,1,68
19201,0.0,0.0,1.0,1.0,0,0,1,0,29
17798,0.0,0.0,1.0,1.0,3,0,0,1,38
4240,0.0,0.0,1.0,1.0,1,1,2,2,74
6484,0.0,0.0,1.0,1.0,0,0,0,0,60
2735,0.0,1.0,0.0,0.0,0,0,1,0,117
16635,1.0,0.0,1.0,1.0,0,0,1,0,47
13751,0.0,0.0,1.0,1.0,2,0,0,0,53
17983,0.0,0.0,1.0,1.0,11,0,0,1,36
29097,0.0,0.0,1.0,1.0,2,1,3,2,21
33905,0.0,1.0,1.0,1.0,0,2,1,1,15
33351,1.0,1.0,1.0,1.0,2,2,1,0,16
6824,0.0,0.0,1.0,0.0,0,0,0,0,60
3834,0.0,0.0,1.0,1.0,1,0,1,2,75
20192,0.0,1.0,1.0,1.0,5,1,0,3,29
29047,0.0,0.0,1.0,1.0,0,1,0,1,21
33085,7.0,1.0,1.0,1.0,1,0,1,0,16
19993,1.0,1.0,1.0,1.0,0,1,3,2,29
22333,0.0,0.0,1.0,1.0,0,1,1,2,28
15398,0.0,1.0,1.0,1.0,0,0,1,1,50
10648,0.0,0.0,1.0,1.0,10,0,2,2,59
23847,3.0,0.0,1.0,1.0,5,2,0,1,27
33317,0.0,0.0,1.0,1.0,1,0,0,0,16
4026,0.0,1.0,1.0,1.0,0,1,3,2,75
9129,5.0,1.0,1.0,1.0,0,0,0,0,59
18410,7.0,1.0,1.0,1.0,1,0,1,1,30
17971,1.0,0.0,1.0,1.0,0,1,0,0,36
3738,13.0,1.0,1.0,1.0,7,0,1,0,75
20172,0.0,1.0,1.0,1.0,1,0,0,2,29
27234,4.0,1.0,1.0,1.0,0,2,0,1,23
10668,0.0,1.0,1.0,1.0,1,0,3,2,59
9289,0.0,1.0,1.0,1.0,0,2,0,0,59
25201,0.0,0.0,1.0,1.0,0,2,0,2,26
8990,1.0,1.0,1.0,1.0,5,2,0,0,59
30933,0.0,0.0,1.0,0.0,1,1,0,1,19
32369,5.0,1.0,1.0,0.0,1,0,0,2,17
1960,0.0,1.0,0.0,0.0,0,0,2,0,118
35774,0.0,0.0,1.0,1.0,6,2,0,1,13
25584,0.0,1.0,1.0,1.0,1,1,2,0,26
654,2.0,1.0,1.0,1.0,2,0,0,0,133
7625,0.0,0.0,1.0,0.0,0,0,2,0,60
13162,4.0,1.0,1.0,1.0,1,0,1,0,54
11128,0.0,0.0,1.0,1.0,0,0,0,0,58
13927,0.0,0.0,1.0,0.0,3,0,3,1,53
26164,3.0,1.0,1.0,0.0,0,0,0,1,25
22312,0.0,1.0,1.0,1.0,0,0,0,1,28
4964,1.0,0.0,1.0,1.0,1,0,0,0,62
5528,0.0,0.0,1.0,1.0,0,1,2,1,60
8003,0.0,0.0,1.0,0.0,0,0,2,1,60
2528,0.0,1.0,0.0,0.0,0,0,0,1,118
9382,0.0,0.0,1.0,0.0,1,0,0,1,59
13599,0.0,0.0,1.0,0.0,5,0,2,0,53
6056,1.0,1.0,1.0,1.0,0,0,0,0,60
7751,0.0,1.0,1.0,1.0,0,1,0,0,60
1921,20.0,1.0,1.0,1.0,1,2,2,1,118
31669,1.0,1.0,1.0,1.0,0,0,0,1,18
16388,0.0,0.0,1.0,1.0,1,0,1,0,47
1580,0.0,1.0,0.0,0.0,2,0,0,0,119
5814,0.0,0.0,1.0,1.0,5,1,1,0,60
10698,0.0,0.0,1.0,0.0,1,2,3,0,59
21733,0.0,0.0,1.0,1.0,4,1,1,2,28
31754,0.0,0.0,1.0,1.0,11,1,1,1,18
30601,5.0,0.0,1.0,1.0,4,0,0,2,19
29203,0.0,0.0,1.0,0.0,10,0,2,0,20
32275,0.0,0.0,1.0,1.0,8,0,1,0,17
30401,20.0,1.0,1.0,1.0,0,0,1,1,19
24310,0.0,0.0,1.0,1.0,1,0,1,0,27
1935,0.0,1.0,0.0,0.0,0,0,0,2,118
10998,0.0,1.0,1.0,1.0,1,2,0,1,58
18448,0.0,0.0,1.0,0.0,6,0,0,1,29
18482,0.0,0.0,1.0,1.0,3,2,0,1,29
22951,1.0,0.0,1.0,1.0,0,0,0,2,28
31497,0.0,1.0,1.0,1.0,2,0,0,0,18
20470,0.0,0.0,1.0,1.0,7,0,1,0,29
11399,0.0,0.0,1.0,0.0,4,0,1,0,58
24580,4.0,1.0,1.0,1.0,8,0,0,1,27
19876,0.0,0.0,1.0,0.0,2,0,1,2,29
15597,2.0,0.0,1.0,1.0,1,2,0,2,49
16548,7.0,1.0,1.0,1.0,8,0,1,0,47
29707,0.0,1.0,1.0,1.0,2,0,0,0,20
23008,0.0,0.0,1.0,1.0,12,1,3,0,28
6759,0.0,0.0,1.0,1.0,0,0,1,0,60
18175,16.0,1.0,1.0,1.0,11,0,0,1,34
32600,0.0,0.0,1.0,0.0,2,0,0,0,17
3949,0.0,0.0,1.0,1.0,4,0,1,1,75
35445,1.0,1.0,1.0,1.0,1,2,0,1,14
19372,0.0,0.0,1.0,1.0,1,1,0,0,29
14760,0.0,1.0,1.0,1.0,0,0,0,0,52
22515,4.0,1.0,1.0,1.0,3,0,0,0,28
18647,1.0,1.0,1.0,0.0,7,0,0,2,29
20429,0.0,0.0,1.0,1.0,1,2,0,1,29
2997,0.0,0.0,0.0,0.0,13,2,2,1,112
13101,0.0,0.0,1.0,1.0,3,1,2,0,55
34585,2.0,1.0,1.0,1.0,10,2,1,1,14
30002,1.0,1.0,1.0,1.0,1,0,0,2,20
3545,0.0,0.0,1.0,0.0,3,0,2,2,75
26223,6.0,1.0,1.0,0.0,0,0,0,0,25
13418,0.0,1.0,1.0,1.0,3,0,2,2,53
32184,0.0,0.0,1.0,1.0,1,0,1,1,18
4950,0.0,0.0,1.0,1.0,0,0,0,1,63
19530,4.0,1.0,1.0,1.0,0,1,0,2,29
3440,0.0,1.0,1.0,1.0,1,0,0,0,90
24495,4.0,1.0,1.0,1.0,1,1,0,2,27
26930,2.0,0.0,1.0,1.0,2,2,0,1,23
10136,0.0,1.0,1.0,0.0,1,2,0,0,59
28108,2.0,1.0,1.0,1.0,0,0,0,0,22
6572,0.0,0.0,1.0,0.0,15,1,0,2,60
3085,0.0,1.0,0.0,0.0,0,1,0,0,112
717,20.0,1.0,1.0,1.0,1,0,3,0,132
4385,3.0,1.0,1.0,1.0,0,0,1,1,74
17410,0.0,1.0,1.0,1.0,12,2,0,0,41
28607,0.0,0.0,1.0,1.0,0,0,0,1,21
20452,1.0,0.0,1.0,1.0,0,0,2,0,29
9234,0.0,1.0,1.0,0.0,0,0,0,1,59
27997,7.0,1.0,1.0,1.0,10,2,1,0,22
25126,0.0,0.0,1.0,0.0,0,1,3,3,26
21272,0.0,0.0,1.0,1.0,1,2,0,2,28
10408,0.0,0.0,1.0,1.0,7,2,1,1,59
24108,3.0,1.0,1.0,1.0,2,0,0,0,27
30254,1.0,0.0,1.0,1.0,6,0,0,0,19
24754,20.0,1.0,1.0,1.0,2,0,0,1,27
24839,0.0,0.0,1.0,0.0,0,0,0,1,26
29056,2.0,0.0,1.0,1.0,7,2,0,0,21
32575,5.0,1.0,1.0,1.0,4,0,3,1,17
6592,0.0,0.0,1.0,0.0,0,1,2,0,60
16903,1.0,0.0,1.0,1.0,5,0,0,1,45
14476,0.0,0.0,1.0,0.0,0,1,2,0,52
6181,0.0,0.0,1.0,1.0,0,1,1,0,60
9041,7.0,0.0,1.0,1.0,0,0,0,0,59
24075,11.0,1.0,1.0,1.0,0,0,1,2,27
787,0.0,1.0,0.0,0.0,0,2,0,0,132
15490,0.0,0.0,1.0,1.0,2,0,1,0,50
18912,0.0,1.0,1.0,1.0,1,0,0,0,29
32208,2.0,1.0,1.0,0.0,14,0,1,0,18
10285,5.0,1.0,1.0,1.0,0,1,0,3,59
25331,15.0,1.0,1.0,1.0,0,0,0,0,26
34625,20.0,1.0,1.0,0.0,1,0,1,0,14
28741,0.0,1.0,1.0,1.0,3,0,0,0,21
33024,0.0,1.0,1.0,1.0,0,2,0,0,16
32302,1.0,0.0,1.0,1.0,0,2,0,0,17
1932,0.0,1.0,0.0,0.0,14,2,1,1,118
555,0.0,1.0,0.0,0.0,5,1,0,0,133
7711,0.0,1.0,1.0,1.0,0,2,0,0,60
33248,0.0,1.0,1.0,1.0,1,2,3,1,16
16866,0.0,1.0,1.0,1.0,8,0,0,1,45
1225,0.0,1.0,0.0,0.0,1,1,0,0,119
29322,0.0,1.0,1.0,0.0,0,0,0,0,20
14711,0.0,0.0,1.0,1.0,0,2,1,1,52
11262,0.0,0.0,1.0,0.0,0,0,1,0,58
30084,0.0,0.0,1.0,1.0,0,2,2,1,20
5009,0.0,0.0,1.0,1.0,4,0,0,0,60
32846,0.0,0.0,1.0,0.0,3,1,2,0,17
6833,0.0,0.0,1.0,0.0,0,0,2,2,60
29383,0.0,0.0,1.0,1.0,0,0,0,1,20
22596,0.0,1.0,1.0,1.0,0,1,0,3,28
7361,0.0,0.0,1.0,1.0,0,0,0,0,60
32669,2.0,1.0,1.0,1.0,0,2,3,1,17
26830,5.0,1.0,1.0,1.0,1,2,0,1,24
7855,0.0,0.0,1.0,1.0,0,0,2,1,60
9513,0.0,1.0,1.0,1.0,3,0,0,2,59
25264,3.0,1.0,1.0,1.0,0,0,3,0,26
6337,0.0,0.0,1.0,0.0,1,0,2,0,60
4833,1.0,1.0,1.0,1.0,5,1,0,0,67
33031,0.0,0.0,1.0,1.0,2,0,0,0,16
26137,0.0,0.0,1.0,1.0,0,2,0,1,25
14806,0.0,1.0,1.0,1.0,12,2,2,0,52
34635,0.0,1.0,1.0,1.0,2,0,2,2,14
11206,0.0,1.0,1.0,1.0,1,0,2,1,58
20895,4.0,1.0,1.0,1.0,2,0,1,0,28
21409,5.0,1.0,1.0,1.0,1,1,3,2,28
13780,0.0,0.0,1.0,1.0,7,0,2,0,53
33795,11.0,1.0,1.0,1.0,2,0,0,1,15
910,0.0,1.0,0.0,0.0,0,2,3,1,119
27859,2.0,1.0,1.0,1.0,0,1,0,2,22
28486,0.0,0.0,1.0,1.0,1,2,0,0,21
914,0.0,1.0,0.0,0.0,7,0,0,0,119
27136,0.0,0.0,1.0,1.0,2,0,0,1,23
33568,0.0,0.0,1.0,1.0,0,2,0,1,15
16981,0.0,0.0,1.0,1.0,4,0,0,1,44
28078,0.0,0.0,1.0,1.0,4,0,2,0,22
9276,0.0,1.0,1.0,1.0,1,0,3,0,59
11768,0.0,1.0,1.0,1.0,0,2,0,1,57
27992,0.0,1.0,1.0,1.0,0,2,0,1,22
6800,0.0,0.0,1.0,0.0,0,0,1,1,60
16917,0.0,0.0,1.0,1.0,1,1,0,1,45
35559,3.0,1.0,1.0,0.0,15,1,0,2,13
34515,0.0,0.0,1.0,1.0,2,1,0,1,14
11638,0.0,0.0,1.0,1.0,0,1,2,0,57
2245,0.0,1.0,0.0,0.0,1,0,0,2,118
35610,10.0,1.0,1.0,1.0,1,0,1,1,13
26583,4.0,0.0,1.0,1.0,1,0,3,1,24
13095,0.0,1.0,1.0,1.0,3,1,0,0,55
27662,3.0,0.0,1.0,1.0,0,0,0,1,22
9719,0.0,1.0,1.0,0.0,0,2,0,0,59
34499,14.0,1.0,1.0,1.0,1,0,1,2,14
14353,0.0,1.0,1.0,1.0,0,1,3,3,53
16791,3.0,1.0,1.0,1.0,0,0,0,0,46
4355,8.0,1.0,1.0,1.0,4,2,1,0,74
7494,0.0,0.0,1.0,1.0,14,1,2,0,60
15190,0.0,1.0,1.0,1.0,1,1,0,1,51
31424,0.0,0.0,1.0,1.0,0,0,1,0,18
14522,0.0,1.0,1.0,1.0,10,1,3,1,52
19759,13.0,1.0,1.0,1.0,5,0,0,1,29
21953,9.0,1.0,1.0,1.0,2,2,0,0,28
1707,0.0,0.0,0.0,0.0,0,2,1,1,119
8985,0.0,1.0,1.0,1.0,2,2,1,1,59
12104,9.0,0.0,1.0,1.0,4,2,2,0,57
10127,0.0,1.0,1.0,1.0,4,1,1,0,59
20794,1.0,0.0,1.0,1.0,0,1,1,2,28
4793,0.0,0.0,1.0,0.0,2,0,1,1,68
2633,0.0,1.0,0.0,0.0,0,0,0,2,118
2223,0.0,1.0,0.0,0.0,12,2,0,1,118
9265,0.0,0.0,1.0,0.0,0,0,0,0,59
13815,0.0,0.0,1.0,0.0,7,0,1,0,53
23487,0.0,1.0,1.0,1.0,0,2,0,2,27
1241,0.0,1.0,0.0,0.0,1,2,2,1,119
25316,1.0,1.0,1.0,0.0,1,2,0,1,26
5052,12.0,1.0,1.0,0.0,12,0,1,0,60
7727,1.0,1.0,1.0,0.0,0,0,1,2,60
19389,3.0,1.0,1.0,1.0,0,1,0,1,29
9443,0.0,1.0,1.0,1.0,0,1,1,2,59
20942,0.0,0.0,1.0,1.0,1,2,0,2,28
9730,0.0,1.0,1.0,1.0,1,0,3,1,59
18033,0.0,0.0,1.0,1.0,1,0,1,0,35
11501,0.0,1.0,1.0,1.0,2,1,3,2,57
6934,5.0,1.0,1.0,1.0,1,0,1,2,60
17819,3.0,1.0,1.0,1.0,2,1,0,2,38
25175,2.0,0.0,1.0,1.0,0,0,1,1,26
32965,1.0,1.0,1.0,0.0,1,0,1,0,16
13553,0.0,1.0,1.0,1.0,4,1,0,0,53
2629,0.0,1.0,0.0,0.0,3,0,0,1,118
12866,0.0,0.0,1.0,1.0,0,1,1,0,55
32504,2.0,0.0,1.0,1.0,3,0,1,1,17
16985,3.0,1.0,1.0,0.0,1,2,0,1,44
22567,0.0,1.0,1.0,1.0,11,0,0,1,28
20795,0.0,0.0,1.0,1.0,0,0,0,1,28
16951,0.0,0.0,1.0,1.0,5,2,3,1,44
31160,0.0,0.0,1.0,1.0,8,0,1,0,19
33388,1.0,0.0,1.0,1.0,2,1,0,2,16
35925,0.0,1.0,1.0,1.0,0,2,3,1,13
11185,0.0,1.0,1.0,1.0,8,0,0,0,58
10816,1.0,1.0,1.0,1.0,1,2,3,1,58
16300,0.0,0.0,1.0,0.0,0,2,1,1,47
12947,4.0,1.0,1.0,0.0,6,1,1,0,55
8565,1.0,0.0,1.0,1.0,0,0,2,2,59
18623,1.0,1.0,1.0,0.0,10,2,0,1,29
14077,0.0,0.0,1.0,0.0,2,0,0,0,53
25931,1.0,1.0,1.0,1.0,2,1,1,0,25
15960,0.0,1.0,1.0,1.0,0,1,0,0,48
4121,0.0,0.0,1.0,1.0,7,0,2,1,74
2371,14.0,1.0,1.0,1.0,1,0,0,0,118
18677,0.0,0.0,1.0,1.0,1,0,0,0,29
6803,0.0,0.0,1.0,1.0,0,2,0,1,60
4378,1.0,0.0,1.0,1.0,1,1,0,2,74
34550,5.0,1.0,1.0,0.0,0,0,1,2,14
27875,0.0,0.0,1.0,1.0,0,1,0,0,22
5471,0.0,0.0,1.0,1.0,0,0,1,2,60
35353,0.0,0.0,1.0,1.0,1,2,1,1,14
32654,0.0,0.0,1.0,1.0,10,1,0,0,17
30897,0.0,1.0,1.0,1.0,1,2,1,0,19
31509,0.0,0.0,1.0,1.0,0,2,1,0,18
1642,0.0,1.0,0.0,0.0,0,0,0,2,119
29069,1.0,0.0,1.0,1.0,1,2,0,2,21
32888,0.0,1.0,1.0,1.0,0,2,0,1,17
25589,0.0,1.0,1.0,1.0,0,1,0,1,26
32984,2.0,0.0,1.0,1.0,3,1,2,0,16
9726,20.0,1.0,1.0,0.0,2,0,0,0,59
15256,0.0,0.0,1.0,0.0,0,1,2,0,51
31670,0.0,0.0,1.0,1.0,2,1,0,1,18
1033,0.0,1.0,0.0,0.0,1,1,0,2,119
17754,14.0,1.0,1.0,1.0,0,1,0,0,39
19587,16.0,1.0,1.0,1.0,5,0,0,2,29
8749,0.0,1.0,1.0,1.0,1,2,1,1,59
26302,2.0,1.0,1.0,1.0,0,1,0,2,25
5029,2.0,1.0,1.0,1.0,0,1,0,2,60
33375,0.0,0.0,1.0,1.0,12,0,0,0,16
31727,8.0,1.0,1.0,1.0,0,2,1,0,18
20846,0.0,1.0,1.0,1.0,0,2,1,0,28
24872,0.0,0.0,1.0,0.0,14,0,0,2,26
26977,10.0,1.0,1.0,1.0,0,1,3,1,23
24111,0.0,0.0,1.0,0.0,0,1,2,2,27
3450,14.0,1.0,1.0,1.0,0,2,0,1,85
5455,0.0,0.0,1.0,1.0,5,0,1,1,60
17007,1.0,0.0,1.0,1.0,0,2,0,1,44
33554,0.0,0.0,1.0,1.0,2,0,1,0,15
27001,0.0,0.0,1.0,1.0,0,2,0,1,23
30938,5.0,1.0,1.0,0.0,3,2,0,0,19
16291,1.0,1.0,1.0,1.0,3,2,0,0,47
4462,3.0,0.0,1.0,1.0,0,0,2,1,73
30607,7.0,1.0,1.0,1.0,14,2,0,0,19
11192,8.0,1.0,1.0,0.0,2,0,0,0,58
35624,0.0,0.0,1.0,1.0,12,0,0,0,13
9308,0.0,0.0,1.0,1.0,0,0,0,1,59
17072,0.0,0.0,1.0,1.0,1,0,1,1,43
14489,7.0,1.0,1.0,1.0,0,1,3,2,52
24014,0.0,1.0,1.0,1.0,0,1,1,1,27
34561,3.0,0.0,1.0,1.0,0,2,0,1,14
6774,0.0,1.0,1.0,1.0,0,0,2,2,60
26797,0.0,0.0,1.0,1.0,0,1,0,0,24
3796,0.0,1.0,1.0,0.0,7,0,1,1,75
15539,1.0,1.0,1.0,1.0,0,1,1,0,50
24842,9.0,1.0,1.0,1.0,14,1,0,0,26
9533,0.0,1.0,1.0,0.0,13,1,0,2,59
8930,7.0,0.0,1.0,1.0,8,2,1,0,59
6514,1.0,1.0,1.0,1.0,4,0,2,1,60
33563,3.0,1.0,1.0,1.0,2,2,0,1,15
5432,2.0,0.0,1.0,1.0,0,0,0,0,60
24876,18.0,1.0,1.0,0.0,0,0,0,0,26
35911,8.0,1.0,1.0,1.0,0,0,0,0,13
35064,3.0,1.0,1.0,0.0,11,0,0,1,14
34435,1.0,0.0,1.0,1.0,2,0,0,0,14
1151,0.0,1.0,1.0,0.0,3,2,0,1,119
22506,0.0,0.0,1.0,1.0,0,1,0,0,28
22331,0.0,0.0,1.0,1.0,0,0,0,1,28
22130,1.0,1.0,1.0,1.0,13,1,0,0,28
15107,1.0,1.0,1.0,1.0,12,0,1,0,51
23754,0.0,1.0,1.0,1.0,0,0,0,1,27
22211,0.0,1.0,1.0,1.0,4,1,0,0,28
30799,0.0,1.0,1.0,0.0,1,2,1,1,19
2562,4.0,1.0,1.0,1.0,0,2,2,0,118
19351,0.0,0.0,1.0,1.0,3,2,1,0,29
21303,0.0,0.0,1.0,0.0,1,0,0,1,28
26289,9.0,0.0,1.0,1.0,0,0,3,1,25
21694,11.0,1.0,1.0,1.0,0,0,0,1,28
14991,0.0,0.0,1.0,0.0,2,0,0,2,52
2651,0.0,1.0,0.0,0.0,14,0,1,0,118
5148,0.0,0.0,1.0,0.0,0,0,0,3,60
16878,9.0,1.0,1.0,1.0,1,0,0,0,45
19012,20.0,1.0,1.0,1.0,1,2,0,1,29
7858,0.0,0.0,1.0,0.0,0,0,3,2,60
20402,20.0,1.0,1.0,1.0,0,0,1,0,29
14638,0.0,1.0,1.0,0.0,10,0,1,1,52
25471,3.0,1.0,1.0,1.0,0,1,1,0,26
20932,0.0,0.0,1.0,1.0,8,2,1,0,28
5457,10.0,1.0,1.0,1.0,6,0,0,1,60
15986,0.0,1.0,1.0,1.0,0,1,1,2,48
34519,0.0,1.0,1.0,1.0,1,1,1,1,14
10707,0.0,0.0,1.0,1.0,0,0,0,1,59
17695,3.0,1.0,1.0,1.0,3,0,0,0,40
10693,0.0,1.0,1.0,1.0,0,2,0,1,59
13545,1.0,0.0,1.0,1.0,1,1,0,2,53
6167,0.0,0.0,1.0,1.0,0,1,2,0,60
15046,1.0,1.0,1.0,1.0,8,0,1,1,51
11672,0.0,1.0,1.0,1.0,0,0,0,0,57
4252,0.0,1.0,1.0,1.0,0,1,1,2,74
15068,0.0,1.0,1.0,1.0,4,1,1,2,51
8507,0.0,0.0,1.0,0.0,1,2,0,2,59
25832,17.0,0.0,1.0,1.0,0,2,1,1,26
22297,0.0,0.0,1.0,1.0,3,2,0,1,28
10205,0.0,0.0,1.0,1.0,1,0,1,0,59
18100,0.0,0.0,1.0,1.0,0,2,3,1,34
2341,0.0,0.0,0.0,0.0,12,0,0,0,118
9357,0.0,1.0,1.0,1.0,3,0,1,2,59
9104,0.0,0.0,1.0,1.0,0,2,0,1,59
27103,0.0,0.0,1.0,1.0,1,0,2,1,23
3735,0.0,1.0,1.0,1.0,0,1,1,2,75
2532,0.0,1.0,0.0,0.0,10,0,0,0,118
33353,3.0,0.0,1.0,1.0,0,0,1,1,16
4386,0.0,1.0,1.0,1.0,1,2,1,1,74
20666,5.0,0.0,1.0,1.0,3,0,0,1,28
3114,0.0,1.0,0.0,0.0,7,1,2,3,111
611,0.0,1.0,0.0,0.0,5,0,0,0,133
17082,0.0,0.0,1.0,1.0,0,0,1,0,43
21284,0.0,0.0,1.0,1.0,0,1,2,0,28
6919,1.0,1.0,1.0,1.0,0,0,0,1,60
14809,0.0,0.0,1.0,0.0,0,0,3,1,52
8431,2.0,1.0,1.0,1.0,1,0,0,0,59
24474,3.0,0.0,1.0,1.0,0,1,1,0,27
13282,0.0,0.0,1.0,0.0,11,2,2,0,54
31741,3.0,1.0,1.0,0.0,3,0,0,0,18
1085,1.0,1.0,1.0,1.0,3,1,0,0,119
20539,0.0,0.0,1.0,1.0,2,0,0,2,28
6532,0.0,0.0,1.0,1.0,2,0,2,2,60
33881,0.0,1.0,1.0,0.0,0,2,0,0,15
20749,2.0,1.0,1.0,0.0,1,0,1,0,28
33597,4.0,1.0,1.0,1.0,0,0,0,0,15
24191,4.0,1.0,1.0,1.0,8,2,2,1,27
28060,0.0,1.0,1.0,1.0,1,1,0,0,22
33347,2.0,1.0,1.0,1.0,1,2,1,0,16
9381,0.0,1.0,1.0,0.0,2,0,1,0,59
29218,0.0,1.0,1.0,1.0,1,0,0,1,20
33514,5.0,1.0,1.0,1.0,7,1,0,2,15
31185,3.0,0.0,1.0,1.0,0,0,0,1,19
3704,0.0,0.0,1.0,1.0,0,0,0,0,75
13048,0.0,0.0,1.0,1.0,4,0,0,1,55
18180,0.0,1.0,1.0,1.0,0,0,1,0,34
11090,0.0,0.0,1.0,1.0,10,0,0,0,58
17627,0.0,0.0,1.0,1.0,0,0,1,0,40
31577,0.0,1.0,1.0,1.0,1,0,2,0,18
22478,8.0,1.0,1.0,1.0,3,2,0,0,28
16851,6.0,1.0,1.0,1.0,1,0,2,2,45
20147,0.0,1.0,1.0,1.0,11,0,0,0,29
33338,2.0,1.0,1.0,1.0,0,0,0,0,16
22799,0.0,1.0,1.0,1.0,1,2,1,0,28
18765,1.0,1.0,1.0,0.0,1,0,1,1,29
10713,1.0,1.0,1.0,1.0,0,0,3,2,59
31855,13.0,0.0,1.0,1.0,7,0,0,0,18
25377,14.0,1.0,1.0,1.0,0,1,0,2,26
5068,0.0,0.0,1.0,0.0,1,0,2,1,60
28067,0.0,0.0,1.0,0.0,4,0,1,0,22
9630,0.0,0.0,1.0,1.0,0,0,1,0,59
2202,0.0,1.0,0.0,0.0,0,1,0,0,118
34758,1.0,1.0,1.0,1.0,1,2,2,0,14
6863,2.0,0.0,1.0,1.0,4,2,2,2,60
11731,0.0,1.0,1.0,0.0,1,2,0,1,57
28232,5.0,1.0,1.0,1.0,0,0,0,0,22
17996,0.0,0.0,1.0,1.0,1,0,0,0,35
17997,0.0,0.0,1.0,0.0,11,0,0,2,35
1828,1.0,1.0,1.0,1.0,4,2,0,1,119
8081,0.0,1.0,1.0,1.0,1,1,2,1,60
11579,1.0,1.0,1.0,1.0,0,0,2,1,57
18980,3.0,0.0,1.0,1.0,0,0,1,0,29
2697,0.0,1.0,1.0,0.0,0,0,0,0,117
8327,15.0,1.0,1.0,1.0,0,2,2,2,59
33239,1.0,1.0,1.0,1.0,1,2,0,1,16
32987,13.0,0.0,1.0,1.0,3,0,0,2,16
9188,0.0,0.0,1.0,1.0,0,1,2,0,59
8879,6.0,0.0,1.0,1.0,5,0,0,1,59
36023,0.0,0.0,1.0,1.0,0,0,0,0,13
26093,0.0,0.0,1.0,1.0,2,0,0,0,25
1949,0.0,1.0,0.0,0.0,14,0,2,0,118
34941,1.0,1.0,1.0,0.0,0,0,0,1,14
5259,0.0,1.0,1.0,1.0,0,0,2,1,60
19657,1.0,0.0,1.0,1.0,4,2,0,2,29
24664,16.0,1.0,1.0,1.0,5,1,1,2,27
31086,0.0,1.0,1.0,1.0,12,2,2,2,19
19394,1.0,1.0,1.0,1.0,0,2,0,1,29
28809,20.0,1.0,1.0,1.0,0,0,0,2,21
8905,0.0,0.0,1.0,0.0,1,0,3,1,59
25979,0.0,0.0,1.0,0.0,0,0,0,0,25
21437,2.0,0.0,1.0,1.0,0,2,1,1,28
11256,0.0,0.0,1.0,1.0,7,0,0,1,58
2886,0.0,1.0,0.0,0.0,0,1,3,2,115
3508,6.0,1.0,1.0,1.0,1,0,1,2,78
29309,4.0,0.0,1.0,1.0,4,2,0,0,20
35370,0.0,1.0,1.0,1.0,0,1,0,0,14
8585,0.0,0.0,1.0,0.0,0,0,3,2,59
20132,1.0,1.0,1.0,1.0,1,0,0,2,29
23858,0.0,1.0,1.0,1.0,7,1,2,3,27
30952,0.0,1.0,1.0,1.0,2,1,0,2,19
34701,0.0,0.0,1.0,1.0,0,0,0,1,14
35067,0.0,0.0,1.0,0.0,0,0,1,1,14
14209,0.0,1.0,1.0,1.0,3,0,0,0,53
26345,1.0,1.0,1.0,1.0,1,2,0,0,25
3198,0.0,0.0,0.0,0.0,3,0,2,0,111
6133,0.0,0.0,1.0,1.0,8,1,0,0,60
23692,0.0,1.0,1.0,1.0,1,0,1,1,27
18436,8.0,1.0,1.0,1.0,2,0,0,0,29
28477,1.0,0.0,1.0,1.0,0,0,1,0,21
5348,0.0,0.0,1.0,1.0,1,1,0,1,60
29820,1.0,0.0,1.0,1.0,0,2,2,1,20
31136,3.0,1.0,1.0,1.0,0,0,1,1,19
23805,1.0,1.0,1.0,1.0,1,0,0,0,27
30874,0.0,1.0,1.0,1.0,7,1,2,2,19
7344,0.0,1.0,1.0,1.0,3,0,1,0,60
12208,0.0,1.0,1.0,1.0,5,1,2,2,57
5852,0.0,0.0,1.0,1.0,1,0,1,0,60
25223,0.0,0.0,1.0,1.0,7,1,1,1,26
20548,7.0,1.0,1.0,1.0,0,1,0,2,28
25240,0.0,1.0,1.0,1.0,15,2,0,1,26
29978,2.0,1.0,1.0,0.0,3,0,0,0,20
2020,0.0,1.0,0.0,0.0,0,1,0,2,118
1240,0.0,1.0,1.0,1.0,2,0,0,3,119
8666,0.0,0.0,1.0,0.0,0,0,3,2,59
11455,0.0,0.0,1.0,1.0,7,1,0,0,58
25856,3.0,1.0,1.0,1.0,0,0,0,1,25
24345,2.0,1.0,1.0,1.0,1,2,2,0,27
15159,1.0,1.0,1.0,1.0,0,0,1,0,51
22172,1.0,1.0,1.0,1.0,0,0,1,2,28
4609,16.0,1.0,1.0,1.0,0,2,1,0,70
7175,0.0,0.0,1.0,0.0,0,2,0,0,60
14784,0.0,0.0,1.0,1.0,3,0,0,0,52
10539,0.0,1.0,1.0,1.0,1,2,2,1,59
2579,0.0,1.0,0.0,0.0,0,2,3,1,118
34544,4.0,1.0,1.0,0.0,0,2,1,0,14
31144,0.0,0.0,1.0,1.0,3,2,2,2,19
14633,0.0,0.0,1.0,0.0,8,0,0,0,52
2912,3.0,1.0,1.0,1.0,3,2,2,1,115
23542,17.0,1.0,1.0,1.0,0,0,0,0,27
